Ingredient1,Ingredient2,Rank
butter,egg whites,5
butter,soft fruit,5
caraway,golden syrup,5
caraway,flour,5
milk,dry flatbread,5
milk,lamb,5
milk,allspice berries,5
milk,mustard,5
milk,liver,5
milk,orange,5
milk,salted butter,5
sugar,dry flatbread,5
sugar,black pepper,5
sugar,thyme,5
sugar,coarse rye flour,5
sugar,mustard sauce,5
sugar,cod,5
sugar,floury potatoes,5
sugar,cooked fish,5
sugar,prunes,5
sugar,pancakes,5
sugar,mutton,5
sugar,dill fronds,5
sugar,dark chocolate,5
sugar,biscuit,5
sugar,raspberry jam,5
sugar,meringue,5
sugar,fish bones,5
Attika vinegar,brown sugar,5
Attika vinegar,parsley,5
Attika vinegar,coarse salt,5
ground cinnamon,ginger,5
ground cinnamon,raisins,5
ground cinnamon,cassia cinnamon stick,5
golden syrup,cabbage,5
golden syrup,short grain rice,5
golden syrup,breadcrumbs,5
golden syrup,cabbage,5
golden syrup,blood,5
golden syrup,orange,5
golden syrup,caraway,5
potato starch,lemon,5
potato starch,cassia cinnamon,5
potato starch,ginger,5
potato starch,breadcrumbs,5
potato starch,coarse salt,5
potato starch,white fish,5
egg yolks,lemon,5
egg yolks,parsley,5
egg yolks,chives,5
egg yolks,egg whites,5
sugar juice,vanilla sugar,5
sugar juice,cassia cinnamon,5
sugar juice,breadcrumbs,5
sugar juice,raisins,5
sugar juice,cardamom,5
zest,oil,5
zest,raisins,5
zest,icing sugar,5
vanilla sugar,cassia cinnamon,5
dry flatbread,plain flour,5
dry flatbread,bread flour,5
vegetables,pickling liquor,5
vegetables,breadcrumbs,5
vegetables,white bread,5
vegetables,fish bones,5
vegetables,pickling liquor,5
firm potatoes,beef,5
firm potatoes,mutton,5
carrots,broccoli,5
carrots,cauliflower,5
carrots,cooked fish,5
carrots,lamb shoulder,5
carrots,meat and bones,5
oil,olive oil,5
oil,black pepper,5
oil,cardamom,5
oil,icing sugar,5
broth,fennel,5
broth,ham stock,5
broth,cheese,5
broth,pork shoulder,5
broth,lamb stock,5
broth,rye flour,5
broth,beer,5
broth,brined ham,5
nutmeg,parsley,5
nutmeg,breadcrumbs,5
nutmeg,garlic,5
plain flour,black pepper,5
plain flour,mustard,5
plain flour,garlic,5
plain flour,beer,5
chicken stock,onion,5
pork stock,onion,5
pork stock,mutton,5
peppercorns,meat stock,5
peppercorns,minced beef,5
peppercorns,cooked fish,5
peppercorns,lean pork,5
bay leaf,fennel,5
bay leaf,lemon,5
bay leaf,lamb,5
bay leaf,mustard,5
bay leaf,potatoes,5
bay leaf,ginger,5
fennel,aniseeds,5
fennel,bay leaves,5
fennel,bread flour,5
fennel,rye flour,5
fennel,wheat flour,5
fennel,rye dough,5
brown sugar,baking powder,5
brown sugar,pearl sugar,5
cabbage,vinegar,5
cabbage,mutton,5
lemon,potatoes,5
lemon,raisins,5
lemon,beer,5
lemon,icing sugar,5
vinegar,leek,5
vinegar,mayonnaise,5
vinegar,red onion,5
vinegar,celery,5
vinegar,salmon,5
vinegar,flat fish,5
vinegar,cod,5
vinegar,fish stock,5
vinegar,cabbage,5
vinegar,parsley butter,5
vinegar,dill fronds,5
vinegar,fish bones,5
flour,dried marjoram,5
flour,allspice berries,5
flour,short grain rice,5
flour,meat patties,5
flour,dried marjoram,5
flour,cow blood,5
flour,pork back fat,5
flour,caraway,5
flour,bicarbonate of soda,5
flour,brown mustard,5
flour,soft fruit,5
cheese,chives,5
cheese,garlic,5
cheese,baking powder,5
cheese,cooked fish,5
cheese,yeast,5
cheese,rye dough,5
cheese,salted butter,5
cheese,pastry,5
lamb,meat stock,5
lamb,minced beef,5
lamb,lamb stock,5
lamb,lamb neck,5
lamb,liver,5
meat stock,mustard,5
meat stock,celery,5
meat stock,lamb stock,5
onion,pickled herring,5
onion,fish stock,5
onion,celeriac,5
onion,floury potatoes,5
onion,chicken stock,5
onion,lamb stock,5
onion,pork back fat,5
onion,beer,5
onion,brown mustard,5
bay leaves,leek,5
bay leaves,pickling liquor,5
bay leaves,celery,5
bay leaves,whole fish,5
bay leaves,white fish,5
bay leaves,lamb shoulder,5
bay leaves,mutton,5
bay leaves,pickling liquor,5
parsley,cauliflower,5
parsley,pike,5
parsley,fish stock,5
black pepper,chives,5
black pepper,parsley butter,5
allspice berries,whole fish,5
allspice berries,mutton,5
leek,potatoes,5
leek,garlic,5
leek,white vinegar,5
leek,meat and bones,5
minced beef,potatoes,5
minced beef,white bread,5
mustard,chives,5
mustard,mustard powder,5
mustard,fried salt pork,5
mustard,salt pork fried,5
mustard,salted butter,5
cloves,coarse salt,5
cloves,cooked fish,5
cloves,pork shoulder,5
cloves,beer,5
cloves,cardamom,5
cassia cinnamon,ginger,5
cassia cinnamon,wheat flour,5
chives,bacon,5
pickling liquor,dill,5
pickling liquor,white vinegar,5
pickling liquor,white fish,5
swede,celery,5
swede,pork,5
potatoes,salted cod,5
potatoes,celeriac,5
potatoes,blood,5
potatoes,bread flour,5
potatoes,fried salt pork,5
potatoes,salt pork fried,5
short grain rice,raisins,5
short grain rice,pearl barley,5
short grain rice,rice porridge,5
short grain rice,pearl barley,5
ginger,pork shoulder,5
ginger,beer,5
breadcrumbs,salted butter,5
mayonnaise,dill,5
mayonnaise,white vinegar,5
dill,coarse salt,5
dill,mustard sauce,5
dill,parsley butter,5
dill,rye flour,5
dill,white bread,5
dill,pickling liquor,5
bacon,fried salt pork,5
bacon,salt pork fried,5
red onion,horseradish,5
garlic,chicken,5
garlic,pork,5
horseradish,white fish,5
fresh peas,pork,5
yellow split peas,pork,5
thyme,pork belly,5
thyme,pork belly,5
thyme,beef,5
thyme,beer,5
whole fish,cod,5
whole fish,fish bones,5
salmon,cold smoked salmon,5
salmon,dill fronds,5
salmon,fish bones,5
pork belly,pork shoulder,5
pork belly,pork shoulder,5
coarse salt,cooked fish,5
coarse salt,mutton,5
coarse salt,rye dough,5
mustard sauce,white fish,5
white vinegar,dill fronds,5
white vinegar,brown mustard,5
white vinegar,pickling liquor,5
dried bitter orange peel,orange,5
salmon fillet,fish bones,5
white fish,fish stock,5
white fish,dill fronds,5
white fish,pickling liquor,5
raisins,pearl barley,5
raisins,pork,5
raisins,pearl barley,5
baking powder,yeast,5
baking powder,chocolate icing,5
celeriac,pork,5
pork,beer,5
pork,salted butter,5
pork,white bread,5
pork,beef suet,5
cabbage,mutton,5
beef,pork liver,5
beef,brown mustard,5
beef,beef suet,5
lamb stock,mutton,5
lamb neck,mutton,5
blood,cow blood,5
yeast,orange,5
yeast,pastry,5
bread flour,pastry,5
rye flour,pig blood,5
pig blood,cow blood,5
rolled oats,pearl sugar,5
wheat flour,orange,5
wheat flour,chopped almonds,5
baker ammonia,cardamom,5
pearl sugar,cardamom,5
chocolate icing,dark chocolate,5
icing sugar,dark chocolate,5
icing sugar,ground almonds,5
egg whites,meringue,5
yellow mustard,brown mustard,5
egg,brown sugar,4
egg,allspice berries,4
egg,cloves,4
egg,cauliflower,4
egg,bacon,4
egg,garlic,4
egg,horseradish,4
egg,thyme,4
egg,meat patties,4
egg,hash,4
egg,white icing,4
egg,white icing,4
egg,brown cheese,4
cream,cabbage,4
cream,black pepper,4
cream,cloves,4
cream,broccoli,4
cream,beetroot,4
cream,horseradish,4
cream,salmon,4
cream,dry white wine,4
cream,celeriac,4
cream,pearl barley,4
cream,roux,4
cream,rice porridge,4
cream,cabbage,4
cream,meat patties,4
cream,bread flour,4
cream,pearl barley,4
cream,romme,4
cream,orange,4
cream,cloudberry cream,4
cream,ground almonds,4
cream,egg whites,4
cream,fish bones,4
cream,roux,4
cream,brown mustard,4
cream,vanilla bean,4
hard cheese,vegetables,4
hard cheese,carrots,4
hard cheese,vinegar,4
hard cheese,parsley,4
hard cheese,dill,4
hard cheese,white fish,4
hard cheese,cooked fish,4
butter,kale,4
butter,capers,4
butter,sprats,4
butter,salted cod,4
butter,hoppy lager,4
butter,braising beef,4
butter,hash,4
butter,blood,4
butter,tasty stock,4
butter,heart,4
butter,rice porridge filling,4
butter,sweet wheat bun dough,4
butter,bicarbonate of soda,4
butter,dark chocolate,4
butter,fish bones,4
butter,meat and bones,4
caraway,fennel,4
caraway,cheese,4
caraway,yeast,4
caraway,rye flour,4
caraway,wheat flour,4
caraway,orange,4
milk,buttermilk,4
milk,cheese mould,4
milk,pork stock,4
milk,peppercorns,4
milk,cabbage,4
milk,apples,4
milk,cabbage,4
milk,parsley butter,4
milk,blood,4
milk,fried salt pork,4
milk,pork liver,4
milk,fatty minced pork,4
milk,salt pork fried,4
milk,romme,4
milk,dill fronds,4
milk,meat pastry,4
milk,sweet wheat bun dough,4
milk,saffron,4
milk,poppy,4
milk,flaked almonds,4
sugar,cream liquid rennet,4
sugar,firm potatoes,4
sugar,cabbage,4
sugar,lard,4
sugar,pickling liquor,4
sugar,beetroot,4
sugar,bacon,4
sugar,celery,4
sugar,fish balls,4
sugar,juniper berries,4
sugar,cabbage,4
sugar,lard,4
sugar,fried salt pork,4
sugar,beer,4
sugar,apple compote,4
sugar,salt pork fried,4
sugar,semolina,4
sugar,romme,4
sugar,white bread,4
sugar,bicarbonate of soda,4
sugar,strawberries,4
sugar,apple compote,4
sugar,almond biscuits,4
sugar,yellow mustard,4
sugar,pickling liquor,4
sugar,apple juice,4
sugar,rhubarb,4
Attika vinegar,carrots,4
Attika vinegar,plain flour,4
Attika vinegar,pickling liquor,4
Attika vinegar,ginger,4
Attika vinegar,beetroot,4
Attika vinegar,whole fish,4
Attika vinegar,flat fish,4
Attika vinegar,fennel bulb,4
Attika vinegar,white fish,4
Attika vinegar,dill fronds,4
Attika vinegar,brown mustard,4
Attika vinegar,pickling liquor,4
buttermilk,flour,4
cheese mould,cheese,4
ground cinnamon,golden syrup,4
ground cinnamon,baker ammonia,4
ground cinnamon,pearl sugar,4
ground cinnamon,icing sugar,4
ground cinnamon,sugar syrup,4
cinnamon stick,potato starch,4
cinnamon stick,sugar juice,4
cinnamon stick,vanilla sugar,4
cinnamon stick,brown sugar,4
cinnamon stick,lemon,4
cinnamon stick,flour,4
golden syrup,vinegar,4
golden syrup,mushroom soy sauce,4
golden syrup,coarse salt,4
golden syrup,white vinegar,4
golden syrup,baking powder,4
golden syrup,beef,4
golden syrup,beer,4
golden syrup,baker ammonia,4
golden syrup,bicarbonate of soda,4
potato starch,sugar juice,4
potato starch,carrots,4
potato starch,broth,4
potato starch,plain flour,4
potato starch,meat stock,4
potato starch,garlic,4
potato starch,cod,4
potato starch,mutton,4
potato starch,wheat flour,4
potato starch,blueberries,4
potato starch,cassia cinnamon stick,4
egg yolks,vegetables,4
egg yolks,bay leaf,4
egg yolks,dill,4
egg yolks,thyme,4
egg yolks,wheat flour,4
sugar juice,white vinegar,4
sugar juice,orange,4
sugar juice,cassia cinnamon stick,4
sugar juice,apple juice,4
zest,yeast,4
zest,orange,4
vanilla sugar,brown sugar,4
vanilla sugar,raisins,4
vanilla sugar,cassia cinnamon stick,4
vanilla sugar,soft fruit,4
dry flatbread,yeast,4
dry flatbread,wheat flour,4
vegetables,oil,4
vegetables,nutmeg,4
vegetables,chicken stock,4
vegetables,fennel,4
vegetables,minced beef,4
vegetables,vegetable stock,4
vegetables,red onion,4
vegetables,salmon,4
vegetables,fennel bulb,4
vegetables,pork belly,4
vegetables,pork belly,4
vegetables,coarse salt,4
vegetables,chicken stock,4
vegetables,beef chuck,4
vegetables,lamb stock,4
vegetables,salted butter,4
firm potatoes,carrots,4
firm potatoes,plain flour,4
firm potatoes,lamb,4
firm potatoes,bacon,4
firm potatoes,floury potatoes,4
firm potatoes,wheat flour,4
carrots,lemon,4
carrots,cheese,4
carrots,breadcrumbs,4
carrots,yellow split peas,4
carrots,whole fish,4
carrots,rye flour,4
carrots,salted butter,4
carrots,white bread,4
oil,brown sugar,4
oil,onion,4
oil,potatoes,4
oil,breadcrumbs,4
oil,mayonnaise,4
oil,white bread,4
broth,lemon,4
broth,chives,4
broth,bacon,4
broth,white fish,4
broth,cooked fish,4
broth,braising beef,4
broth,soup dumplings,4
broth,bread flour,4
broth,white bread,4
broth,cardamom,4
vinaigrette,salad dressing,4
nutmeg,onion,4
nutmeg,white fish,4
nutmeg,pork back fat,4
plain flour,peppercorns,4
plain flour,bay leaves,4
plain flour,leek,4
plain flour,whole fish,4
plain flour,salmon,4
plain flour,celeriac,4
plain flour,floury potatoes,4
plain flour,pearl barley,4
plain flour,parsley butter,4
plain flour,lamb stock,4
plain flour,pearl barley,4
plain flour,salted butter,4
plain flour,baker ammonia,4
plain flour,icing sugar,4
plain flour,pastry,4
plain flour,brown mustard,4
chicken stock,vegetable stock,4
pork stock,minced beef,4
pork stock,potatoes,4
pork stock,coarse salt,4
pork stock,pearl barley,4
pork stock,pearl barley,4
peppercorns,fennel,4
peppercorns,lemon,4
peppercorns,dried marjoram,4
peppercorns,salmon,4
peppercorns,pork belly,4
peppercorns,pork belly,4
peppercorns,salmon fillet,4
peppercorns,lamb shoulder,4
peppercorns,dried marjoram,4
peppercorns,fried salt pork,4
peppercorns,pork back fat,4
peppercorns,salt pork fried,4
peppercorns,dill fronds,4
fennel,onion,4
fennel,parsley,4
fennel,ginger,4
fennel,thyme,4
fennel,fennel bulb,4
fennel,dried bitter orange peel,4
fennel,caraway,4
brown sugar,onion,4
brown sugar,pork,4
brown sugar,yeast,4
brown sugar,yellow mustard,4
ham stock,brined ham,4
cabbage,cheese,4
cabbage,meat stock,4
cabbage,garlic,4
cabbage,pork,4
lemon,mustard,4
lemon,chives,4
lemon,yeast,4
lemon,dill fronds,4
lemon,cassia cinnamon stick,4
vinegar,lamb,4
vinegar,meat stock,4
vinegar,red wine vinegar,4
vinegar,chives,4
vinegar,ginger,4
vinegar,beetroot,4
vinegar,fennel bulb,4
vinegar,sprats,4
vinegar,beef,4
vinegar,wheat flour,4
vinegar,sugar syrup,4
flour,leek,4
flour,apples,4
flour,chives,4
flour,mustard sauce,4
flour,fish stock,4
flour,celeriac,4
flour,rice porridge,4
flour,lamb shoulder,4
flour,lamb stock,4
flour,liver,4
flour,pork liver,4
flour,romme,4
flour,dill fronds,4
flour,chocolate icing,4
flour,cocoa powder,4
flour,biscuit,4
flour,flaked almonds,4
flour,egg whites,4
cheese,meat stock,4
cheese,minced beef,4
cheese,bacon,4
cheese,coarse salt,4
cheese,pork,4
cheese,cabbage,4
cheese,caraway,4
cheese,dill fronds,4
cheese,cardamom,4
cheese,liquid rennet,4
cheese,brown mustard,4
lamb,dried marjoram,4
lamb,allspice berries,4
lamb,ginger,4
lamb,garlic,4
lamb,white vinegar,4
lamb,parsley butter,4
lamb,dried marjoram,4
lamb,pork liver,4
lamb,rolled oats,4
meat stock,bay leaves,4
meat stock,allspice berries,4
meat stock,leek,4
meat stock,ginger,4
meat stock,pearl barley,4
meat stock,cabbage,4
meat stock,pearl barley,4
onion,dried marjoram,4
onion,mushroom soy sauce,4
onion,broccoli,4
onion,short grain rice,4
onion,beetroot,4
onion,yellow split peas,4
onion,salmon,4
onion,fennel bulb,4
onion,capers,4
onion,sprats,4
onion,sweet fried onions,4
onion,juniper berries,4
onion,beef chuck,4
onion,blood,4
onion,dried marjoram,4
onion,rye flour,4
onion,rolled oats,4
onion,meat and bones,4
bay leaves,mustard sauce,4
bay leaves,strong unsweetened mustard,4
bay leaves,beer,4
dried marjoram,black pepper,4
dried marjoram,cloves,4
dried marjoram,beef,4
dried marjoram,pork shoulder,4
dried marjoram,liver,4
dried marjoram,pork liver,4
parsley,allspice berries,4
parsley,leek,4
parsley,pickling liquor,4
parsley,bacon,4
parsley,fennel bulb,4
parsley,celeriac,4
parsley,pork,4
parsley,lamb shoulder,4
parsley,white bread,4
parsley,fish bones,4
parsley,brown mustard,4
parsley,pickling liquor,4
black pepper,minced beef,4
black pepper,bacon,4
black pepper,whole fish,4
black pepper,coarse salt,4
black pepper,white vinegar,4
black pepper,white fish,4
black pepper,black pudding,4
black pepper,lamb shoulder,4
black pepper,pork shoulder,4
black pepper,dried marjoram,4
black pepper,rye flour,4
black pepper,fried salt pork,4
black pepper,beer,4
black pepper,salt pork fried,4
black pepper,white bread,4
allspice berries,minced beef,4
allspice berries,dill,4
allspice berries,flat fish,4
lard,mustard,4
lard,lean pork,4
lard,beef,4
lard,beer,4
leek,pork,4
leek,beef,4
minced beef,mustard,4
minced beef,cloves,4
minced beef,meat patties,4
minced beef,fatty minced pork,4
mustard,ginger,4
mustard,garlic,4
mustard,horseradish,4
mustard,fresh peas,4
mustard,whole fish,4
mustard,pork belly,4
mustard,pork belly,4
mustard,strong unsweetened mustard,4
mustard,cod,4
mustard,lean pork,4
mustard,hoppy lager,4
mustard,lard,4
mustard,pork back fat,4
mustard,beer,4
mustard,string mustard,4
mustard,brown cheese,4
mushroom soy sauce,beef,4
mushroom soy sauce,wheat flour,4
cloves,flat fish,4
cloves,pork belly,4
cloves,pork belly,4
cloves,white vinegar,4
cloves,baking powder,4
cloves,dried marjoram,4
cloves,fried salt pork,4
cloves,mutton,4
cloves,salt pork fried,4
cloves,orange,4
cloves,sugar syrup,4
cassia cinnamon,apples,4
cauliflower,chives,4
chives,sour cream,4
chives,whole fish,4
chives,mustard sauce,4
chives,white vinegar,4
chives,cod,4
pickling liquor,pickled herring,4
vegetable stock,chicken,4
vegetable stock,chicken stock,4
swede,celeriac,4
potatoes,short grain rice,4
potatoes,breadcrumbs,4
potatoes,sour cream,4
potatoes,fresh peas,4
potatoes,whole fish,4
potatoes,salmon,4
potatoes,pearl barley,4
potatoes,lamb shoulder,4
potatoes,beer,4
potatoes,pearl barley,4
potatoes,rye dough,4
potatoes,brown mustard,4
potatoes,brown cheese,4
short grain rice,pork,4
ginger,breadcrumbs,4
ginger,garlic,4
ginger,pork belly,4
ginger,pork belly,4
ginger,baking powder,4
ginger,bread flour,4
ginger,orange,4
ginger,bicarbonate of soda,4
ginger,sugar syrup,4
breadcrumbs,whole fish,4
breadcrumbs,icing sugar,4
mayonnaise,white bread,4
dill,red onion,4
dill,whole fish,4
dill,coarse rye flour,4
dill,cod roe,4
dill,cod,4
dill,fish bones,4
dill,brown mustard,4
bacon,mutton,4
sour cream,white fish,4
red onion,whole fish,4
red onion,pickled herring,4
red onion,white vinegar,4
red onion,white fish,4
red onion,white bread,4
garlic,cabbage,4
garlic,mutton,4
celery,fresh peas,4
celery,fish stock,4
celery,chicken,4
celery,pork shoulder,4
fresh green peas,fresh peas,4
horseradish,pike,4
horseradish,beef,4
horseradish,white bread,4
fresh peas,yellow split peas,4
yellow split peas,thyme,4
yellow split peas,pork shoulder,4
thyme,whole fish,4
