Ing1,Ing2,Ing3,Ing4,Rank
butter,plain flour,flour,baking powder,10
butter,milk,wheat flour,cheese,10
butter,milk,wheat flour,bread flour,10
butter,milk,wheat flour,pastry,10
milk,sugar,wheat flour,vanilla sugar,10
milk,sugar,wheat flour,yeast,10
milk,sugar,wheat flour,pastry,10
butter,flour,baking powder,zest,10
butter,flour,baking powder,plain flour,10
butter,flour,baking powder,lemon,10
milk,plain flour,flour,wheat flour,10
egg,butter,flour,egg yolks,10
butter,sugar,baking powder,zest,10
butter,sugar,baking powder,plain flour,10
butter,sugar,baking powder,lemon,10
egg,butter,milk,cheese,10
egg,butter,milk,baking powder,10
cream,butter,sugar,breadcrumbs,10
cream,milk,flour,egg,10
flour,baking powder,wheat flour,cardamom,10
egg,milk,flour,cream,10
egg,milk,flour,cheese,10
egg,milk,flour,baking powder,10
cream,sugar,flour,plain flour,10
sugar,baking powder,wheat flour,cardamom,10
cream,butter,onion,meat stock,10
butter,baking powder,wheat flour,cardamom,10
sugar,plain flour,flour,cream,10
sugar,plain flour,flour,wheat flour,10
cream,plain flour,flour,sugar,10
cream,plain flour,flour,broth,10
cream,plain flour,flour,onion,10
egg,cream,butter,wheat flour,10
egg,butter,wheat flour,cream,10
cream,butter,wheat flour,egg,10
milk,flour,baking powder,egg,10
milk,flour,baking powder,zest,10
milk,sugar,baking powder,zest,10
butter,milk,baking powder,egg,10
butter,flour,onion,milk,10
butter,flour,onion,broth,10
butter,flour,onion,pork,10
butter,parsley,parsley butter,vegetables,10
butter,parsley,parsley butter,carrots,10
sugar,vanilla sugar,flour,zest,10
egg,milk,wheat flour,baking powder,10
butter,sugar,breadcrumbs,cream,10
butter,sugar,breadcrumbs,milk,10
butter,broth,onion,flour,10
butter,flour,bread flour,rye dough,10
milk,baking powder,wheat flour,egg,10
cream,butter,breadcrumbs,sugar,10
butter,broth,meat stock,vegetables,10
butter,broth,meat stock,plain flour,10
butter,sugar,plain flour,baking powder,10
butter,milk,cheese,egg,10
butter,milk,cheese,wheat flour,10
butter,lemon,flour,baking powder,10
butter,lemon,flour,wheat flour,10
egg,cream,flour,milk,10
butter,broth,flour,onion,10
butter,flour,cheese,hard cheese,10
flour,yeast,wheat flour,sugar,10
egg,cream,milk,flour,10
butter,vanilla sugar,flour,milk,10
butter,flour,potatoes,milk,10
butter,flour,potatoes,floury potatoes,10
butter,onion,pork,flour,10
butter,yeast,wheat flour,sugar,10
sugar,brown sugar,flour,milk,10
vegetables,broth,onion,bay leaf,10
vegetables,broth,onion,meat stock,10
vegetables,broth,onion,thyme,10
broth,meat stock,onion,cream,10
broth,meat stock,onion,vegetables,10
plain flour,flour,onion,cream,10
flour,wheat flour,cardamom,baking powder,10
egg,butter,egg yolks,flour,10
butter,wheat flour,cardamom,baking powder,10
milk,flour,cheese,egg,10
milk,flour,cheese,wheat flour,10
sugar,vanilla sugar,baking powder,zest,10
sugar,wheat flour,cardamom,baking powder,10
vanilla sugar,flour,baking powder,zest,10
flour,yeast,bread flour,golden syrup,10
butter,milk,onion,flour,10
butter,milk,breadcrumbs,sugar,10
butter,vinegar,white vinegar,flour,10
sugar,ground cinnamon,cassia cinnamon,butter,10
sugar,vanilla sugar,wheat flour,milk,10
vanilla sugar,flour,wheat flour,milk,10
minced beef,pork,beef,onion,10
butter,sugar,ground cinnamon,flour,10
butter,sugar,ground cinnamon,cassia cinnamon,10
butter,sugar,ground cinnamon,wheat flour,10
butter,sugar,icing sugar,flour,10
butter,meat stock,onion,cream,10
milk,sugar,vanilla sugar,wheat flour,10
milk,yeast,wheat flour,sugar,10
sugar,zest,flour,vanilla sugar,10
sugar,lemon,flour,milk,10
carrots,vinegar,white vinegar,vegetables,10
broth,plain flour,flour,cream,10
broth,plain flour,flour,meat stock,10
flour,bread flour,rye dough,butter,10
onion,minced beef,beef,pork,10
bread flour,rye flour,rye dough,butter,10
egg,butter,baking powder,milk,10
egg,milk,cheese,butter,10
egg,milk,cheese,flour,10
egg,flour,baking powder,milk,10
cream,broth,flour,plain flour,10
cream,broth,onion,meat stock,10
butter,milk,potatoes,flour,10
butter,sugar,lemon,baking powder,10
butter,sugar,lemon,wheat flour,10
butter,vegetables,broth,meat stock,10
butter,potatoes,floury potatoes,flour,10
butter,bread flour,wheat flour,milk,10
bay leaf,onion,thyme,vegetables,10
onion,pork,beef,minced beef,10
egg,baking powder,wheat flour,milk,10
hard cheese,butter,cheese,flour,10
butter,milk,bread flour,wheat flour,10
butter,sugar,zest,baking powder,10
butter,broth,plain flour,meat stock,10
butter,flour,pork,onion,10
milk,sugar,zest,baking powder,10
milk,sugar,yeast,wheat flour,10
milk,vanilla sugar,flour,butter,10
milk,vanilla sugar,flour,wheat flour,10
milk,flour,pastry,sugar,10
sugar,ground cinnamon,flour,butter,10
sugar,ground cinnamon,flour,wheat flour,10
sugar,zest,vanilla sugar,flour,10
sugar,zest,vanilla sugar,baking powder,10
sugar,plain flour,baking powder,butter,10
sugar,lemon,baking powder,butter,10
cinnamon stick,cassia cinnamon,cassia cinnamon stick,milk,10
zest,lemon,flour,milk,10
zest,lemon,flour,vanilla sugar,10
vegetables,onion,thyme,broth,10
vegetables,onion,thyme,bay leaf,10
plain flour,flour,baking powder,butter,10
plain flour,flour,wheat flour,milk,10
plain flour,flour,wheat flour,sugar,10
vinegar,flour,white vinegar,butter,10
flour,potatoes,floury potatoes,butter,10
cream,broth,meat stock,onion,10
cream,flour,onion,plain flour,10
butter,sugar,yeast,wheat flour,10
butter,zest,lemon,baking powder,10
butter,zest,flour,baking powder,10
butter,vinegar,flour,white vinegar,10
butter,flour,rye dough,bread flour,10
butter,bread flour,rye flour,rye dough,10
butter,rye flour,rye dough,bread flour,10
milk,wheat flour,pastry,butter,10
milk,wheat flour,pastry,sugar,10
sugar,zest,baking powder,butter,10
sugar,zest,baking powder,milk,10
sugar,zest,baking powder,vanilla sugar,10
sugar,flour,yeast,wheat flour,10
sugar,flour,icing sugar,butter,10
sugar,baking powder,cardamom,wheat flour,10
golden syrup,flour,rye flour,yeast,10
zest,vanilla sugar,lemon,flour,10
zest,vanilla sugar,lemon,baking powder,10
zest,lemon,baking powder,butter,10
zest,lemon,baking powder,vanilla sugar,10
zest,lemon,baking powder,wheat flour,10
zest,flour,baking powder,butter,10
zest,flour,baking powder,milk,10
zest,flour,baking powder,vanilla sugar,10
vegetables,bay leaf,onion,broth,10
vegetables,bay leaf,onion,thyme,10
vegetables,bay leaf,thyme,onion,10
vegetables,vinegar,white vinegar,carrots,10
lemon,flour,baking powder,butter,10
flour,yeast,rye flour,golden syrup,10
flour,yeast,rye dough,golden syrup,10
yeast,bread flour,rye flour,golden syrup,10
yeast,bread flour,rye dough,golden syrup,10
yeast,rye flour,rye dough,golden syrup,10
egg,egg yolks,flour,butter,10
cream,butter,meat stock,onion,10
butter,milk,pastry,wheat flour,10
butter,milk,flour,zest,9
butter,milk,flour,lemon,9
butter,sugar,flour,pastry,9
butter,flour,wheat flour,plain flour,9
butter,flour,wheat flour,icing sugar,9
sugar,flour,wheat flour,brown sugar,9
milk,sugar,flour,ground cinnamon,9
milk,sugar,flour,breadcrumbs,9
butter,sugar,wheat flour,icing sugar,9
butter,sugar,wheat flour,pastry,9
butter,milk,sugar,zest,9
butter,milk,sugar,cassia cinnamon,9
milk,flour,wheat flour,zest,9
milk,flour,wheat flour,breadcrumbs,9
butter,plain flour,flour,thyme,9
butter,plain flour,flour,wheat flour,9
butter,milk,wheat flour,breadcrumbs,9
milk,sugar,wheat flour,zest,9
milk,sugar,wheat flour,breadcrumbs,9
milk,plain flour,flour,baking powder,9
egg,butter,flour,vanilla sugar,9
cream,butter,milk,breadcrumbs,9
cream,butter,sugar,vanilla sugar,9
cream,butter,onion,egg,9
cream,butter,onion,plain flour,9
cream,butter,onion,breadcrumbs,9
cream,butter,onion,pork,9
butter,baking powder,wheat flour,zest,9
butter,baking powder,wheat flour,lemon,9
egg,butter,sugar,egg yolks,9
egg,flour,wheat flour,vanilla sugar,9
egg,cream,butter,onion,9
egg,butter,wheat flour,vanilla sugar,9
egg,milk,sugar,baking powder,9
milk,flour,baking powder,plain flour,9
milk,flour,baking powder,lemon,9
milk,sugar,baking powder,egg,9
milk,sugar,baking powder,plain flour,9
milk,sugar,baking powder,lemon,9
butter,sugar,vanilla sugar,cream,9
butter,sugar,vanilla sugar,lemon,9
butter,flour,onion,potatoes,9
butter,flour,breadcrumbs,lemon,9
egg,sugar,wheat flour,vanilla sugar,9
butter,flour,rye flour,golden syrup,9
butter,flour,rye flour,coarse rye flour,9
butter,flour,rye flour,yeast,9
egg,milk,wheat flour,cardamom,9
butter,flour,bread flour,golden syrup,9
butter,flour,bread flour,white bread,9
egg,plain flour,flour,egg yolks,9
cream,butter,breadcrumbs,milk,9
cream,butter,breadcrumbs,onion,9
butter,flour,yeast,golden syrup,9
butter,flour,yeast,rye flour,9
butter,flour,yeast,rye dough,9
sugar,vinegar,white vinegar,cream,9
sugar,vinegar,white vinegar,carrots,9
cream,butter,plain flour,broth,9
cream,butter,plain flour,onion,9
butter,vegetables,carrots,flour,9
butter,minced beef,beef,milk,9
cream,butter,broth,vegetables,9
cream,butter,broth,plain flour,9
butter,milk,cheese,hard cheese,9
butter,milk,yeast,bread flour,9
butter,lemon,flour,milk,9
butter,lemon,flour,breadcrumbs,9
milk,sugar,plain flour,baking powder,9
flour,bread flour,wheat flour,rye flour,9
flour,bread flour,wheat flour,rye dough,9
flour,rye flour,rye dough,milk,9
cream,sugar,vanilla sugar,butter,9
butter,vegetables,onion,meat stock,9
butter,flour,cheese,brown cheese,9
sugar,flour,breadcrumbs,milk,9
butter,vanilla sugar,flour,egg,9
butter,flour,potatoes,onion,9
butter,onion,pork,cream,9
sugar,brown sugar,flour,wheat flour,9
vegetables,broth,onion,cream,9
flour,bread flour,rye flour,wheat flour,9
egg,butter,egg yolks,sugar,9
milk,sugar,ground cinnamon,flour,9
milk,sugar,cassia cinnamon,butter,9
milk,sugar,cassia cinnamon,cinnamon stick,9
milk,sugar,cassia cinnamon,cassia cinnamon stick,9
milk,flour,rye flour,coarse rye flour,9
milk,flour,rye flour,rye dough,9
cream,vinegar,white vinegar,sugar,9
butter,milk,breadcrumbs,cream,9
butter,milk,breadcrumbs,wheat flour,9
butter,plain flour,onion,cream,9
butter,breadcrumbs,wheat flour,milk,9
sugar,vanilla sugar,wheat flour,egg,9
sugar,vanilla sugar,wheat flour,lemon,9
sugar,breadcrumbs,wheat flour,milk,9
vanilla sugar,flour,wheat flour,egg,9
vanilla sugar,flour,wheat flour,lemon,9
flour,breadcrumbs,wheat flour,milk,9
minced beef,pork,beef,cream,9
minced beef,pork,beef,milk,9
egg,sugar,vanilla sugar,wheat flour,9
cream,butter,vegetables,broth,9
butter,sugar,icing sugar,wheat flour,9
butter,golden syrup,flour,yeast,9
butter,golden syrup,flour,bread flour,9
butter,golden syrup,flour,rye flour,9
butter,meat stock,onion,vegetables,9
sugar,vanilla sugar,lemon,butter,9
sugar,vanilla sugar,lemon,wheat flour,9
carrots,vinegar,white vinegar,sugar,9
flour,coarse rye flour,rye flour,butter,9
flour,coarse rye flour,rye flour,milk,9
flour,bread flour,rye dough,wheat flour,9
onion,minced beef,beef,cream,9
bread flour,rye flour,rye dough,wheat flour,9
egg,butter,onion,cream,9
cream,broth,onion,vegetables,9
butter,sugar,lemon,vanilla sugar,9
butter,vanilla sugar,wheat flour,egg,9
butter,vegetables,broth,cream,9
butter,onion,potatoes,flour,9
flour,rye flour,wheat flour,bread flour,9
onion,pork,beef,cream,9
egg,sugar,egg yolks,butter,9
egg,sugar,baking powder,milk,9
cream,butter,pork,onion,9
cream,vegetables,onion,broth,9
cream,onion,beef,minced beef,9
cream,onion,beef,pork,9
hard cheese,butter,cheese,milk,9
hard cheese,milk,cheese,butter,9
butter,milk,bread flour,yeast,9
butter,sugar,zest,milk,9
butter,broth,plain flour,cream,9
milk,sugar,zest,butter,9
milk,sugar,zest,wheat flour,9
sugar,ground cinnamon,flour,milk,9
sugar,plain flour,baking powder,milk,9
sugar,lemon,baking powder,milk,9
plain flour,flour,baking powder,milk,9
plain flour,flour,wheat flour,butter,9
egg,milk,cardamom,wheat flour,9
cream,minced beef,beef,onion,9
cream,minced beef,beef,pork,9
butter,milk,lemon,flour,9
butter,zest,lemon,wheat flour,9
butter,zest,flour,milk,9
butter,carrots,flour,vegetables,9
butter,flour,rye dough,yeast,9
butter,cheese,brown cheese,flour,9
butter,yeast,bread flour,milk,9
butter,yeast,bread flour,rye flour,9
butter,yeast,bread flour,rye dough,9
butter,bread flour,rye flour,yeast,9
butter,rye flour,rye dough,yeast,9
milk,flour,breadcrumbs,sugar,9
milk,flour,breadcrumbs,wheat flour,9
sugar,cinnamon stick,cassia cinnamon,milk,9
sugar,cinnamon stick,cassia cinnamon stick,milk,9
sugar,zest,wheat flour,milk,9
sugar,cassia cinnamon,cassia cinnamon stick,milk,9
golden syrup,flour,rye flour,butter,9
zest,lemon,baking powder,milk,9
zest,flour,wheat flour,milk,9
vanilla sugar,baking powder,wheat flour,lemon,9
vegetables,carrots,celery,celeriac,9
vegetables,bay leaf,thyme,broth,9
lemon,flour,baking powder,milk,9
flour,yeast,rye flour,butter,9
flour,yeast,rye dough,butter,9
yeast,bread flour,rye flour,butter,9
yeast,bread flour,rye dough,butter,9
yeast,rye flour,rye dough,butter,9
egg,butter,vanilla sugar,flour,9
egg,butter,vanilla sugar,wheat flour,9
egg,egg yolks,flour,plain flour,9
egg,wheat flour,cardamom,milk,9
cream,vegetables,broth,butter,9
cream,vegetables,broth,onion,9
cream,pork,beef,onion,9
cream,pork,beef,minced beef,9
butter,milk,flour,ground cinnamon,8
butter,milk,flour,brown sugar,8
butter,milk,flour,brown cheese,8
butter,sugar,flour,oil,8
butter,sugar,flour,bread flour,8
butter,sugar,flour,baker ammonia,8
butter,sugar,flour,pearl sugar,8
butter,sugar,flour,ground almonds,8
butter,flour,wheat flour,brown sugar,8
butter,flour,wheat flour,rye dough,8
butter,flour,wheat flour,baker ammonia,8
sugar,flour,wheat flour,oil,8
sugar,flour,wheat flour,bread flour,8
milk,sugar,flour,oil,8
milk,sugar,flour,cheese,8
butter,sugar,wheat flour,brown sugar,8
butter,milk,sugar,brown sugar,8
butter,milk,sugar,cheese,8
butter,milk,sugar,pearl sugar,8
butter,milk,sugar,pastry,8
milk,flour,wheat flour,ground cinnamon,8
butter,plain flour,flour,carrots,8
butter,plain flour,flour,bay leaf,8
butter,plain flour,flour,potatoes,8
cream,butter,flour,vanilla sugar,8
cream,butter,flour,nutmeg,8
cream,butter,flour,breadcrumbs,8
cream,butter,flour,beef,8
butter,milk,wheat flour,ground cinnamon,8
butter,milk,wheat flour,vanilla sugar,8
milk,sugar,wheat flour,ground cinnamon,8
milk,sugar,wheat flour,plain flour,8
sugar,flour,baking powder,icing sugar,8
milk,plain flour,flour,onion,8
milk,plain flour,flour,cardamom,8
egg,butter,flour,cheese,8
egg,butter,milk,plain flour,8
egg,butter,milk,yeast,8
cream,milk,flour,baking powder,8
egg,milk,flour,yeast,8
cream,butter,onion,minced beef,8
cream,butter,onion,potatoes,8
egg,butter,sugar,icing sugar,8
sugar,plain flour,flour,brown sugar,8
egg,sugar,flour,egg yolks,8
cream,milk,sugar,baking powder,8
cream,milk,sugar,cardamom,8
butter,milk,plain flour,egg,8
egg,cream,butter,breadcrumbs,8
egg,milk,sugar,vanilla sugar,8
milk,flour,baking powder,cream,8
milk,flour,baking powder,breadcrumbs,8
milk,flour,baking powder,cardamom,8
milk,sugar,baking powder,cream,8
milk,sugar,baking powder,breadcrumbs,8
milk,sugar,baking powder,cardamom,8
butter,milk,baking powder,vanilla sugar,8
butter,milk,baking powder,breadcrumbs,8
butter,sugar,vanilla sugar,zest,8
butter,sugar,vanilla sugar,breadcrumbs,8
butter,flour,onion,meat stock,8
butter,flour,breadcrumbs,cream,8
egg,sugar,wheat flour,cream,8
cream,sugar,wheat flour,egg,8
butter,flour,rye flour,coarse salt,8
butter,parsley,parsley butter,cream,8
butter,parsley,parsley butter,broth,8
butter,parsley,parsley butter,flour,8
butter,parsley,parsley butter,onion,8
butter,sugar,breadcrumbs,vanilla sugar,8
butter,broth,onion,beef,8
butter,flour,bread flour,sugar,8
milk,baking powder,wheat flour,zest,8
milk,baking powder,wheat flour,vanilla sugar,8
milk,baking powder,wheat flour,breadcrumbs,8
cream,butter,breadcrumbs,egg,8
cream,butter,breadcrumbs,flour,8
cream,butter,breadcrumbs,pork,8
cream,butter,breadcrumbs,beef,8
butter,broth,meat stock,mutton,8
sugar,vinegar,white vinegar,butter,8
sugar,vinegar,white vinegar,dill,8
butter,vegetables,carrots,cream,8
butter,vegetables,carrots,peppercorns,8
butter,vegetables,carrots,onion,8
butter,vegetables,carrots,bay leaves,8
butter,vegetables,carrots,parsley,8
butter,vegetables,carrots,potatoes,8
butter,vegetables,carrots,parsley butter,8
butter,onion,beef,broth,8
butter,minced beef,beef,egg,8
butter,minced beef,beef,flour,8
milk,flour,yeast,egg,8
egg,cream,sugar,egg yolks,8
egg,cream,sugar,vanilla sugar,8
egg,cream,sugar,wheat flour,8
butter,milk,cheese,sugar,8
butter,milk,cheese,brown cheese,8
butter,milk,yeast,egg,8
butter,sugar,brown sugar,milk,8
butter,sugar,brown sugar,wheat flour,8
butter,lemon,flour,vanilla sugar,8
milk,sugar,plain flour,wheat flour,8
milk,sugar,cardamom,cream,8
milk,sugar,cardamom,baking powder,8
sugar,zest,lemon,egg,8
flour,bread flour,wheat flour,sugar,8
cream,sugar,vanilla sugar,egg,8
cream,sugar,vanilla sugar,baking powder,8
butter,vegetables,onion,carrots,8
butter,flour,cheese,egg,8
butter,pork,beef,milk,8
milk,flour,bread flour,rye flour,8
vinegar,white vinegar,white fish,whole fish,8
flour,yeast,wheat flour,rye flour,8
flour,yeast,wheat flour,rye dough,8
cream,butter,beef,flour,8
cream,butter,beef,breadcrumbs,8
butter,vanilla sugar,flour,cream,8
butter,vanilla sugar,flour,lemon,8
butter,flour,potatoes,plain flour,8
butter,onion,pork,minced beef,8
sugar,brown sugar,flour,ground cinnamon,8
sugar,brown sugar,flour,plain flour,8
vegetables,broth,onion,carrots,8
broth,meat stock,onion,flour,8
broth,meat stock,onion,beef,8
plain flour,flour,onion,milk,8
flour,bread flour,rye flour,milk,8
pork,fried salt pork,salt pork fried,flour,8
pork,fried salt pork,salt pork fried,beef,8
